,상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,시도명,시군구명,행정동명,법정동명,도로명주소,경도,위도,브랜드명
143647,파리바게트성대,음식,기타 간이,빵/도넛,서울특별시,동작구,상도3동,상도동,서울특별시 동작구 상도로 102,126.931761952017,37.4999334554962,파리바게트
144982,파리바게뜨여의도,음식,기타 간이,빵/도넛,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 여의대방로 417,126.934300437276,37.5210498827857,파리바게트
146429,더힐링용산해링턴스퀘어파리바게뜨점,음식,기타 간이,빵/도넛,서울특별시,용산구,한강로동,한강로3가,서울특별시 용산구 서빙고로 17,126.966551441628,37.5268959526616,파리바게트
146625,파리바게트동소문한신점,음식,기타 간이,빵/도넛,서울특별시,성북구,돈암2동,돈암동,서울특별시 성북구 성북로4길 52,127.012690860711,37.5944635800327,파리바게트
148002,파리바게뜨연신내,음식,기타 간이,빵/도넛,서울특별시,은평구,갈현1동,갈현동,서울특별시 은평구 통일로 855-8,126.920181390565,37.6191166040644,파리바게트
148118,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,서초구,내곡동,내곡동,서울특별시 서초구 헌릉로8길 45,127.062534068028,37.4546840865241,파리바게트
149329,파리바게뜨공덕역사,음식,기타 간이,빵/도넛,서울특별시,마포구,공덕동,공덕동,서울특별시 마포구 백범로 200,126.95192797672,37.5435174919403,파리바게트
150731,파리바게뜨카페,음식,기타 간이,빵/도넛,서울특별시,서대문구,신촌동,대현동,서울특별시 서대문구 이화여대길 6,126.945998110077,37.5571965817685,파리바게트
152470,파리바게뜨정릉점,음식,기타 간이,빵/도넛,서울특별시,성북구,정릉4동,정릉동,서울특별시 성북구 보국문로 40-3,127.010196770773,37.6083547251118,파리바게트
153190,파리바게뜨강남포이점,음식,기타 간이,빵/도넛,서울특별시,강남구,개포4동,개포동,서울특별시 강남구 개포로 209,127.045648384093,37.4786433077282,파리바게트
154085,파리바게뜨신길,음식,기타 간이,빵/도넛,서울특별시,영등포구,신길1동,신길동,서울특별시 영등포구 도신로60길 2,126.916797990076,37.5117810958957,파리바게트
155617,파리바게뜨화곡3동점,음식,기타 간이,빵/도넛,서울특별시,강서구,화곡3동,화곡동,서울특별시 강서구 화곡로 111,126.834202390058,37.5402063343425,파리바게트
155791,파리바게뜨국회의,음식,기타 간이,빵/도넛,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 의사당대로 1,126.916390813686,37.5328978176022,파리바게트
157321,파리바게뜨선유로점,음식,기타 간이,빵/도넛,서울특별시,영등포구,양평1동,양평동1가,서울특별시 영등포구 선유로 81,126.889533867684,37.5212141159776,파리바게트
157616,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,구로구,개봉3동,개봉동,서울특별시 구로구 개봉로3길 14-2,126.855594624787,37.4864793559002,파리바게트
158122,파리바게뜨당산,음식,기타 간이,빵/도넛,서울특별시,영등포구,당산2동,당산동4가,서울특별시 영등포구 국회대로 553,126.896100148745,37.5285560878892,파리바게트
159583,파리바게뜨창동녹천점,음식,기타 간이,빵/도넛,서울특별시,도봉구,창4동,창동,서울특별시 도봉구 덕릉로66길 17,127.053931485118,37.6437007379172,파리바게트
160160,파리바게뜨명일역점,음식,기타 간이,빵/도넛,서울특별시,강동구,명일1동,명일동,서울특별시 강동구 양재대로 1636,127.144278148975,37.5516097621384,파리바게트
162273,피이인터내셔날파리바게트애오개점,음식,기타 간이,빵/도넛,서울특별시,마포구,아현동,아현동,서울특별시 마포구 마포대로 183-28,126.953854072596,37.5514457252236,파리바게트
162522,파리바게뜨올림픽,음식,기타 간이,빵/도넛,서울특별시,송파구,오륜동,방이동,서울특별시 송파구 양재대로 1222,127.131045765864,37.5157231511018,파리바게트
162590,파리바게뜨반포가든점,음식,기타 간이,빵/도넛,서울특별시,서초구,반포1동,반포동,서울특별시 서초구 고무래로 32,127.012207728856,37.5024176297491,파리바게트
162846,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,구로구,개봉2동,개봉동,서울특별시 구로구 개봉로 63,126.855678278452,37.491372832209,파리바게트
163659,파리바게뜨고덕래미안힐스점,음식,기타 간이,빵/도넛,서울특별시,강동구,고덕1동,고덕동,서울특별시 강동구 아리수로50길 50,127.148577656864,37.55767790921,파리바게트
164718,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,종로구,종로1.2.3.4가동,견지동,서울특별시 종로구 삼봉로 95,126.982554045298,37.5723033675882,파리바게트
165454,파리바게트강남을지,음식,기타 간이,빵/도넛,서울특별시,강남구,논현2동,논현동,서울특별시 강남구 도산대로 206,127.029006083844,37.5196408774501,파리바게트
165844,파리바게트대림,음식,기타 간이,빵/도넛,서울특별시,영등포구,대림1동,대림동,서울특별시 영등포구 시흥대로 659-1,126.9075421793,37.4910438798931,파리바게트
166179,파리바게뜨길동우성점,음식,기타 간이,빵/도넛,서울특별시,강동구,길동,길동,서울특별시 강동구 명일로 202,127.145930534758,37.536727270102,파리바게트
166288,파리바게트은평뉴타운3지구,음식,기타 간이,빵/도넛,서울특별시,은평구,진관동,진관동,서울특별시 은평구 진관3로 67,126.920893582343,37.6427210323401,파리바게트
167140,파리바게뜨은천길,음식,기타 간이,빵/도넛,서울특별시,관악구,보라매동,봉천동,서울특별시 관악구 은천로 1,126.935367801878,37.4865223554749,파리바게트
167798,파리바게트,음식,기타 간이,빵/도넛,서울특별시,도봉구,창3동,창동,서울특별시 도봉구 덕릉로 252-1,127.039532382786,37.6399442092177,파리바게트
168414,파리바게트화양리점,음식,기타 간이,빵/도넛,서울특별시,광진구,화양동,화양동,서울특별시 광진구 능동로 181,127.07364843817,37.546841825893,파리바게트
169785,파리바게뜨카페서초역점,음식,기타 간이,빵/도넛,서울특별시,서초구,서초3동,서초동,서울특별시 서초구 반포대로27길 13,127.00759216367,37.4896830914836,파리바게트
170360,파리바게뜨원효로점,음식,기타 간이,빵/도넛,서울특별시,용산구,원효로1동,원효로2가,서울특별시 용산구 새창로 131,126.96142477719,37.5359875798937,파리바게트
174941,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,양천구,신정2동,신정동,서울특별시 양천구 신목로 34,126.873938310876,37.518651659449,파리바게트
177506,파리바게뜨신내,음식,기타 간이,빵/도넛,서울특별시,중랑구,신내2동,신내동,서울특별시 중랑구 봉화산로 194,127.094689100842,37.6064471491972,파리바게트
178678,파리바게뜨도림,음식,기타 간이,빵/도넛,서울특별시,영등포구,도림동,도림동,서울특별시 영등포구 도신로29길 15,126.904463857277,37.5097931651864,파리바게트
179640,파리바게뜨도곡렉슬,음식,기타 간이,빵/도넛,서울특별시,강남구,도곡2동,도곡동,서울특별시 강남구 선릉로 221,127.049713833991,37.4942013124436,파리바게트
180031,파리바게뜨독산역점,음식,기타 간이,빵/도넛,서울특별시,금천구,독산1동,독산동,서울특별시 금천구 범안로 1152,126.889837188326,37.4663523065146,파리바게트
180581,파리바게뜨선릉진선점,음식,기타 간이,빵/도넛,서울특별시,강남구,대치4동,대치동,서울특별시 강남구 선릉로 422,127.050205530155,37.5027022310983,파리바게트
180748,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,강서구,염창동,염창동,서울특별시 강서구 양천로 693,126.87322347,37.5503794055045,파리바게트
181316,파리바게뜨서소문,음식,기타 간이,빵/도넛,서울특별시,중구,소공동,서소문동,서울특별시 중구 서소문로11길 2,126.973093174155,37.5630128087317,파리바게트
181733,파리바게뜨역말,음식,기타 간이,빵/도넛,서울특별시,은평구,역촌동,역촌동,서울특별시 은평구 연서로 73,126.915053348695,37.6056352087731,파리바게트
182356,이수태평파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,동작구,사당2동,사당동,서울특별시 동작구 동작대로27가길 6,126.980949077534,37.4872937492631,파리바게트
183462,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,강남구,세곡동,자곡동,서울특별시 강남구 자곡로 201,127.104685111539,37.4752939141863,파리바게트
185353,파리바게뜨수서역점,음식,기타 간이,빵/도넛,서울특별시,강남구,수서동,수서동,서울특별시 강남구 광평로 280,127.103094324391,37.4873110374136,파리바게트
186432,파리바게트도림점,음식,기타 간이,빵/도넛,서울특별시,영등포구,도림동,도림동,서울특별시 영등포구 도영로 24,126.8961475492,37.50844526565,파리바게트
187005,파리바게뜨미아경남점,음식,기타 간이,빵/도넛,서울특별시,강북구,송중동,미아동,서울특별시 강북구 오패산로 130,127.034242850432,37.613527692341,파리바게트
187685,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 세검정로 52-1,126.94705349602,37.592373508801,파리바게트
188212,파리바게뜨관악남현점,음식,기타 간이,빵/도넛,서울특별시,관악구,남현동,남현동,서울특별시 관악구 남현길 7,126.977687296388,37.4760564569005,파리바게트
189704,파리바게뜨강동역점,음식,기타 간이,빵/도넛,서울특별시,강동구,길동,길동,서울특별시 강동구 성안로 170,127.136037277926,37.5380339212974,파리바게트
192272,파리바게트강동고덕성산점,음식,기타 간이,빵/도넛,서울특별시,강동구,강일동,강일동,서울특별시 강동구 아리수로93나길 26,127.173311145872,37.571765959443,파리바게트
193052,파리바게뜨양재,음식,기타 간이,빵/도넛,서울특별시,서초구,양재2동,양재동,서울특별시 서초구 동산로 65,127.045821188622,37.472166083273,파리바게트
193407,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,강서구,등촌3동,등촌동,서울특별시 강서구 강서로 380,126.838848550642,37.5594621394871,파리바게트
193789,파리바게뜨KBS,음식,기타 간이,빵/도넛,서울특별시,영등포구,여의동,여의도동,서울특별시 영등포구 의사당대로 26,126.918089520306,37.5265250022352,파리바게트
194921,파리바게뜨목동사랑,음식,기타 간이,빵/도넛,서울특별시,양천구,목4동,목동,서울특별시 양천구 목동중앙본로7길 45,126.866320675245,37.5391314705383,파리바게트
196263,파리바게트고덕그라시움,음식,기타 간이,빵/도넛,서울특별시,강동구,고덕2동,고덕동,서울특별시 강동구 고덕로 333,127.159471263976,37.5561971380176,파리바게트
196613,파리바게뜨서남,음식,기타 간이,빵/도넛,서울특별시,양천구,신정3동,신정동,서울특별시 양천구 신정이펜1로 50,126.829337962821,37.5133433856047,파리바게트
198025,파리바게뜨암사,음식,기타 간이,빵/도넛,서울특별시,강동구,천호2동,천호동,서울특별시 강동구 올림픽로92길 61,127.129178390776,37.5488863079831,파리바게트
199047,파리바게뜨까페하월곡동일점,음식,기타 간이,빵/도넛,서울특별시,성북구,월곡1동,하월곡동,서울특별시 성북구 종암로 186,127.031435466472,37.6064135086629,파리바게트
200460,파리바게뜨미아사거리역점,음식,기타 간이,빵/도넛,서울특별시,강북구,송중동,미아동,서울특별시 강북구 도봉로8길 11,127.030956234461,37.612797939235,파리바게트
201592,파리바게트카페,음식,기타 간이,빵/도넛,서울특별시,서대문구,신촌동,창천동,서울특별시 서대문구 연세로4길 1,126.937126587711,37.5570629870748,파리바게트
203618,파리바게뜨금호역점,음식,기타 간이,빵/도넛,서울특별시,성동구,금호4가동,금호동4가,서울특별시 성동구 동호로 93,127.01534721717,37.5475323979351,파리바게트
203675,파리바게트금천,음식,기타 간이,빵/도넛,서울특별시,금천구,독산1동,독산동,서울특별시 금천구 시흥대로 405,126.897550627804,37.469938618978,파리바게트
205134,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,관악구,신사동,신림동,서울특별시 관악구 신사로 102,126.913785731327,37.4870377251001,파리바게트
205601,파리바게뜨강동,음식,기타 간이,빵/도넛,서울특별시,강동구,성내1동,성내동,서울특별시 강동구 성내로 19,127.12280905967,37.5303495085661,파리바게트
206287,파리바게뜨은평,음식,기타 간이,빵/도넛,서울특별시,은평구,신사2동,신사동,서울특별시 은평구 가좌로 321,126.909315659089,37.5960313889319,파리바게트
208911,파리바게뜨난곡휴먼시아,음식,기타 간이,빵/도넛,서울특별시,관악구,난향동,신림동,서울특별시 관악구 난곡로 60,126.919375483028,37.4608593986488,파리바게트
209393,파리바게트고척,음식,기타 간이,빵/도넛,서울특별시,구로구,고척1동,고척동,서울특별시 구로구 중앙로5길 59,126.859429724285,37.5004826118822,파리바게트
211777,파리바게뜨올림픽승리,음식,기타 간이,빵/도넛,서울특별시,송파구,오금동,오금동,서울특별시 송파구 위례성대로 180,127.130952393282,37.5101178723187,파리바게트
211867,파리바게뜨잠실스타,음식,기타 간이,빵/도넛,서울특별시,송파구,삼전동,삼전동,서울특별시 송파구 백제고분로 200,127.088759035251,37.5038258911807,파리바게트
213567,파리바게뜨성대명륜점,음식,기타 간이,빵/도넛,서울특별시,종로구,혜화동,명륜3가,서울특별시 종로구 명륜길 1,126.996372558249,37.587766381707,파리바게트
214059,파리바게뜨종로세무서점,음식,기타 간이,빵/도넛,서울특별시,종로구,종로1.2.3.4가동,낙원동,서울특별시 종로구 삼일대로30길 21,126.988573370784,37.5742112384584,파리바게트
215946,파리바게뜨송파역점,음식,기타 간이,빵/도넛,서울특별시,송파구,송파2동,송파동,서울특별시 송파구 송파대로 366,127.111687803002,37.5007116717622,파리바게트
216365,파리바게뜨개롱역점,음식,기타 간이,빵/도넛,서울특별시,송파구,가락2동,가락동,서울특별시 송파구 오금로 404,127.135101114806,37.4975875270778,파리바게트
216917,파리바게뜨경복궁,음식,기타 간이,빵/도넛,서울특별시,종로구,사직동,체부동,서울특별시 종로구 자하문로 5,126.972215868963,37.5766108863312,파리바게트
217348,파리바게뜨정동점,음식,기타 간이,빵/도넛,서울특별시,중구,소공동,충정로1가,서울특별시 중구 새문안로 30,126.969087947416,37.5678164922402,파리바게트
217680,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,동대문구,용신동,용두동,서울특별시 동대문구 천호대로 68,127.03095410293,37.5736657027394,파리바게트
218422,파리바게트서울역시티타워지점,음식,기타 간이,빵/도넛,서울특별시,중구,회현동,남대문로5가,서울특별시 중구 후암로 110,126.974027761069,37.5542898342721,파리바게트
218635,파리바게트난곡,음식,기타 간이,빵/도넛,서울특별시,관악구,신사동,신림동,서울특별시 관악구 난곡로 316,126.914726933213,37.4821626903494,파리바게트
220650,파리바게뜨상계백,음식,기타 간이,빵/도넛,서울특별시,노원구,상계6.7동,상계동,서울특별시 노원구 동일로 1356,127.062249816229,37.6499212225917,파리바게트
222284,파리바게트방이역점,음식,기타 간이,빵/도넛,서울특별시,송파구,방이1동,방이동,서울특별시 송파구 마천로 39,127.125229261981,37.5091205032465,파리바게트
222610,파리바게뜨평창점,음식,기타 간이,빵/도넛,서울특별시,종로구,평창동,평창동,서울특별시 종로구 평창11길 3,126.966647301933,37.6059901365369,파리바게트
223223,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,서대문구,남가좌2동,남가좌동,서울특별시 서대문구 증가로 130,126.923283771749,37.577562298286,파리바게트
223524,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,마포구,서교동,동교동,서울특별시 마포구 월드컵북로 34,126.919078394075,37.557556887082,파리바게트
225618,파리바게뜨정릉제일,음식,기타 간이,빵/도넛,서울특별시,성북구,정릉1동,정릉동,서울특별시 성북구 정릉로 307,127.017727287567,37.6032817272205,파리바게트
225865,파리바게트중계무지개점,음식,기타 간이,빵/도넛,서울특별시,노원구,중계2.3동,중계동,서울특별시 노원구 동일로208길 20,127.066934359701,37.643236642195,파리바게트
226968,파리바게뜨서울대,음식,기타 간이,빵/도넛,서울특별시,관악구,낙성대동,봉천동,서울특별시 관악구 관악로 168,126.952971158349,37.4802101237417,파리바게트
227337,파리바게트신용산역점,음식,기타 간이,빵/도넛,서울특별시,용산구,한강로동,한강로2가,서울특별시 용산구 새창로 217,126.967761658102,37.5302043663578,파리바게트
227343,파리바게뜨용산후암점,음식,기타 간이,빵/도넛,서울특별시,용산구,후암동,후암동,서울특별시 용산구 후암로 47,126.977118920264,37.550045708626,파리바게트
227634,파리바게뜨후암,음식,기타 간이,빵/도넛,서울특별시,용산구,후암동,후암동,서울특별시 용산구 신흥로 150,126.981612839335,37.5466425647893,파리바게트
228658,파리바게뜨만리점,음식,기타 간이,빵/도넛,서울특별시,용산구,청파동,서계동,서울특별시 용산구 만리재로 134,126.962558621774,37.5513333103133,파리바게트
229835,파리바게트,음식,기타 간이,빵/도넛,서울특별시,용산구,보광동,보광동,서울특별시 용산구 보광로 19,127.00063669991,37.5262432037669,파리바게트
231218,파리바게뜨성동,음식,기타 간이,빵/도넛,서울특별시,성동구,금호4가동,금호동4가,서울특별시 성동구 독서당로 312,127.023535070912,37.547951801704,파리바게트
231563,파리바게트,음식,기타 간이,빵/도넛,서울특별시,마포구,대흥동,대흥동,서울특별시 마포구 대흥로 120,126.94403978961,37.5499977874422,파리바게트
231965,파리바게트성산,음식,기타 간이,빵/도넛,서울특별시,마포구,성산2동,성산동,서울특별시 마포구 월드컵북로 218,126.904982368322,37.5694918677116,파리바게트
232075,파리바게트,음식,기타 간이,빵/도넛,서울특별시,마포구,성산2동,성산동,서울특별시 마포구 월드컵로 204,126.902110669923,37.5653925145306,파리바게트
233445,파리바게뜨면목역점,음식,기타 간이,빵/도넛,서울특별시,중랑구,면목본동,면목동,서울특별시 중랑구 겸재로 181,127.087759956074,37.5886432178063,파리바게트
233536,파리바게트,음식,기타 간이,빵/도넛,서울특별시,마포구,망원2동,망원동,서울특별시 마포구 포은로 120,126.904431105079,37.5576651563847,파리바게트
233559,파리바게뜨KBS미디어,음식,기타 간이,빵/도넛,서울특별시,마포구,상암동,상암동,서울특별시 마포구 매봉산로 45,126.890977443252,37.5765063279369,파리바게트
233668,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,마포구,도화동,도화동,서울특별시 마포구 도화길 14,126.947813181818,37.5399938614534,파리바게트
233908,파리바게트,음식,기타 간이,빵/도넛,서울특별시,마포구,상암동,상암동,서울특별시 마포구 성암로 267,126.890965756325,37.5811104968407,파리바게트
233914,파리바게트합정역,음식,기타 간이,빵/도넛,서울특별시,마포구,합정동,합정동,서울특별시 마포구 독막로 4-1,126.91373020667,37.5486145499929,파리바게트
234503,파리바게트서강신수,음식,기타 간이,빵/도넛,서울특별시,마포구,신수동,신수동,서울특별시 마포구 광성로 44,126.937855649661,37.5495548710989,파리바게트
234589,파리바게트,음식,기타 간이,빵/도넛,서울특별시,마포구,용강동,도화동,서울특별시 마포구 마포대로 33,126.94542590266,37.5399725653744,파리바게트
235996,파리바게뜨길동,음식,기타 간이,빵/도넛,서울특별시,강동구,성내3동,성내동,서울특별시 강동구 천호대로 1134,127.13727190143,37.5339972029526,파리바게트
239654,파리바게트상도건영,음식,기타 간이,빵/도넛,서울특별시,동작구,상도2동,상도동,서울특별시 동작구 만양로 12,126.947197162603,37.5057306152998,파리바게트
239746,파리바게뜨동작대방점,음식,기타 간이,빵/도넛,서울특별시,동작구,대방동,대방동,서울특별시 동작구 등용로 85,126.931937898039,37.5090176024185,파리바게트
240919,파리바게뜨반포타운,음식,기타 간이,빵/도넛,서울특별시,서초구,반포3동,잠원동,서울특별시 서초구 신반포로23길 30,127.003527646753,37.5087782400476,파리바게트
240999,파리바게뜨신대방삼거리역점,음식,기타 간이,빵/도넛,서울특별시,동작구,상도3동,상도동,서울특별시 동작구 국사봉1길 4,126.928905803516,37.4987812826685,파리바게트
241198,파리바게트상도역점,음식,기타 간이,빵/도넛,서울특별시,동작구,상도1동,상도1동,서울특별시 동작구 양녕로 266,126.948655066907,37.5033918640014,파리바게트
241587,파리바게뜨상도4동점,음식,기타 간이,빵/도넛,서울특별시,동작구,상도4동,상도동,서울특별시 동작구 양녕로26길 29,126.944195661614,37.4971979261719,파리바게트
241595,파리바게뜨남성역,음식,기타 간이,빵/도넛,서울특별시,동작구,사당3동,사당동,서울특별시 동작구 사당로17가길 22,126.972795453569,37.4840514305263,파리바게트
242344,파리바게트,음식,기타 간이,빵/도넛,서울특별시,동작구,노량진1동,노량진동,서울특별시 동작구 노량진로 161,126.943935995555,37.5140271810165,파리바게트
242641,파리바게뜨장승배기역점,음식,기타 간이,빵/도넛,서울특별시,동작구,상도2동,상도동,서울특별시 동작구 장승배기로 76,126.939400408078,37.5044084096127,파리바게트
242902,파리바게뜨고속,음식,기타 간이,빵/도넛,서울특별시,서초구,반포4동,반포동,서울특별시 서초구 신반포로 194,127.00681633008,37.5064271601893,파리바게트
243495,파리바게뜨노량진,음식,기타 간이,빵/도넛,서울특별시,동작구,노량진2동,노량진동,서울특별시 동작구 노량진로 118,126.939105952091,37.5132270166708,파리바게트
243964,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,동작구,흑석동,흑석동,서울특별시 동작구 서달로13길 5-30,126.961590910916,37.5076781480586,파리바게트
243990,파리바게뜨사러가,음식,기타 간이,빵/도넛,서울특별시,영등포구,신길3동,신길동,서울특별시 영등포구 신길로 167,126.910736064358,37.5070489244024,파리바게트
244422,파리바게뜨선유도역,음식,기타 간이,빵/도넛,서울특별시,영등포구,양평2동,양평동4가,서울특별시 영등포구 양평로 122,126.894288149916,37.5378739108442,파리바게트
244459,파리바게뜨4.19탑점,음식,기타 간이,빵/도넛,서울특별시,강북구,우이동,수유동,서울특별시 강북구 419로 2,127.013904557863,37.6483376469348,파리바게트
244707,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,영등포구,당산1동,당산동3가,서울특별시 영등포구 당산로 128-1,126.896917706219,37.5260498225618,파리바게트
244814,파리바게뜨유스호스텔점,음식,기타 간이,빵/도넛,서울특별시,영등포구,영등포동,영등포동7가,서울특별시 영등포구 영신로 200,126.90327763293,37.5251539515436,파리바게트
245408,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,영등포구,당산2동,당산동5가,서울특별시 영등포구 당산로 214,126.902813087193,37.5329256231857,파리바게트
245688,파리바게뜨문래역점,음식,기타 간이,빵/도넛,서울특별시,영등포구,문래동,문래동3가,서울특별시 영등포구 당산로 34,126.89647871302,37.5174497816404,파리바게트
245743,파리바게트한강성심병원,음식,비알코올 ,카페,서울특별시,영등포구,영등포동,영등포동7가,서울특별시 영등포구 버드나루로7길 12,126.909675904297,37.5231678292,파리바게트
246382,파리바게뜨양평비즈,음식,기타 간이,빵/도넛,서울특별시,영등포구,양평1동,양평동2가,서울특별시 영등포구 영등포로 33,126.885193253742,37.5232636382011,파리바게트
248038,파리바게트방화역점,음식,기타 간이,빵/도넛,서울특별시,강서구,방화3동,방화동,서울특별시 강서구 금낭화로 136,126.812985309055,37.5773426307053,파리바게트
248104,파리바게뜨화곡2동점,음식,기타 간이,빵/도넛,서울특별시,강서구,화곡2동,화곡동,서울특별시 강서구 곰달래로49길 17,126.857594978678,37.5325599105125,파리바게트
248137,파리바게트가양시드점,음식,기타 간이,빵/도넛,서울특별시,강서구,가양2동,가양동,서울특별시 강서구 양천로57길 13,126.852005064419,37.5635913887576,파리바게트
248819,파리바게뜨정릉국민대점,음식,기타 간이,빵/도넛,서울특별시,성북구,정릉3동,정릉동,서울특별시 성북구 정릉로10길 37,126.999558100528,37.6077784551577,파리바게트
248997,파리바게뜨염창역점,음식,기타 간이,빵/도넛,서울특별시,강서구,염창동,염창동,서울특별시 강서구 공항대로 629,126.874843849435,37.5472322211543,파리바게트
249466,파리바게뜨화곡곰달래점,음식,기타 간이,빵/도넛,서울특별시,강서구,화곡2동,화곡동,서울특별시 강서구 곰달래로 178,126.852643223222,37.5308269639177,파리바게트
249564,파리바게뜨송정역점,음식,기타 간이,빵/도넛,서울특별시,강서구,공항동,공항동,서울특별시 강서구 공항대로 24,126.809937135907,37.5611565100407,파리바게트
249929,파리바게뜨연희,음식,기타 간이,빵/도넛,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희로 198,126.935619722709,37.5746737227524,파리바게트
251526,파리바게뜨충암점,음식,기타 간이,빵/도넛,서울특별시,서대문구,홍은2동,홍은동,서울특별시 서대문구 가좌로 144,126.92390281266,37.5848933594879,파리바게트
251813,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,은평구,증산동,증산동,서울특별시 은평구 증산로 299,126.909310559414,37.5839665127633,파리바게트
252054,파리바게뜨대림,음식,기타 간이,빵/도넛,서울특별시,은평구,응암3동,응암동,서울특별시 은평구 응암로 175,126.916378617483,37.5876627796295,파리바게트
252382,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,서대문구,남가좌1동,남가좌동,서울특별시 서대문구 수색로 32,126.9151025024,37.5694861927415,파리바게트
252757,파리바게트역촌2호,음식,기타 간이,빵/도넛,서울특별시,은평구,역촌동,역촌동,서울특별시 은평구 갈현로 46,126.910529858663,37.6020705045622,파리바게트
252905,파리바게뜨서부,음식,기타 간이,빵/도넛,서울특별시,은평구,응암1동,응암동,서울특별시 은평구 은평로 136,126.923024729911,37.6002569817453,파리바게트
254016,파리바게뜨홍제인왕점,음식,기타 간이,빵/도넛,서울특별시,서대문구,홍제3동,홍제동,서울특별시 서대문구 세무서길 27,126.945398414537,37.5892952113957,파리바게트
254210,파리바게뜨카페선릉,음식,기타 간이,빵/도넛,서울특별시,강남구,역삼1동,역삼동,서울특별시 강남구 선릉로 517,127.048131504225,37.5057130837829,파리바게트
254640,파리바게트,음식,기타 간이,빵/도넛,서울특별시,서대문구,충현동,충정로2가,서울특별시 서대문구 충정로 59,126.96491680012,37.5641217690704,파리바게트
255167,파리바게트역촌역점,음식,기타 간이,빵/도넛,서울특별시,은평구,대조동,대조동,서울특별시 은평구 서오릉로 86,126.921782538417,37.6078593570813,파리바게트
255571,파리바게트,음식,기타 간이,빵/도넛,서울특별시,은평구,불광1동,불광동,서울특별시 은평구 연서로 286,126.926190816323,37.6210726170317,파리바게트
255821,파리바게뜨연희대우점,음식,기타 간이,빵/도넛,서울특별시,서대문구,연희동,연희동,서울특별시 서대문구 연희로 44,126.927959937791,37.562521496733,파리바게트
256280,파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,은평구,신사1동,신사동,서울특별시 은평구 은평로 59,126.914470529489,37.5989802377057,파리바게트
256531,파리바게트,음식,기타 간이,빵/도넛,서울특별시,서대문구,홍은1동,홍은동,서울특별시 서대문구 홍은중앙로 104,126.948696072586,37.5995693992981,파리바게트
256727,파리바게트불광현대,음식,기타 간이,빵/도넛,서울특별시,은평구,불광1동,불광동,서울특별시 은평구 불광로 38,126.930017250868,37.6109617736611,파리바게트
257034,파리바게뜨은평뉴타운5단지점,음식,기타 간이,빵/도넛,서울특별시,은평구,진관동,진관동,서울특별시 은평구 연서로 455,126.933797384628,37.6373330830211,파리바게트
257310,파리바게뜨은평,음식,기타 간이,빵/도넛,서울특별시,은평구,응암3동,응암동,서울특별시 은평구 응암로 247,126.91783492089,37.5942176424932,파리바게트
257348,파리바게트서대문,음식,기타 간이,빵/도넛,서울특별시,서대문구,충현동,충정로2가,서울특별시 서대문구 충정로9길 6,126.965025366635,37.5644561059903,파리바게트
257596,파리바게뜨까치산역점,음식,기타 간이,빵/도넛,서울특별시,강서구,화곡1동,화곡동,서울특별시 강서구 강서로 49,126.846173942403,37.5321425176074,파리바게트
258571,파리크라상파리바게뜨,음식,기타 간이,빵/도넛,서울특별시,강서구,방화2동,방화동,서울특별시 강서구 하늘길 38,126.802937461062,37.5713574580352,파리바게트
258987,파리바게트,음식,기타 간이,빵/도넛,서울특별시,동작구,사당3동,사당동,서울특별시 동작구 사당로23길 164,126.971531770945,37.4896269642331,파리바게트
259189,파리바게뜨마곡,음식,기타 간이,빵/도넛,서울특별시,강서구,발산1동,마곡동,서울특별시 강서구 공항대로 168,126.826118488312,37.5592641664068,파리바게트
259210,파리바게뜨등촌2동점,음식,기타 간이,빵/도넛,서울특별시,강서구,등촌2동,등촌동,서울특별시 강서구 등촌로39길 6,126.862002080417,37.5455773896045,파리바게트
